Gender,Invoice_ID,Branch,City,Customer_type,Product_line,Unit_price,Quantity,Sales,Tax
Female,250-81-7186,C,Naypyitaw,Normal,Electronic accessories,99.69,1,99.69,4.9845
Female,562-12-5430,A,Yangon,Member,Fashion accessories,88.15,3,264.45,13.2225
Female,816-72-8853,A,Yangon,Member,Sports and travel,27.93,5,139.65,6.9825
Female,322-02-2271,B,Mandalay,Normal,Sports and travel,42.97,3,128.91,6.4455
Female,725-67-2480,B,Mandalay,Member,Fashion accessories,58.75,6,352.5,17.625
Female,641-51-2661,C,Naypyitaw,Member,Food and beverages,87.1,10,871,43.55
Female,714-02-3114,C,Naypyitaw,Normal,Sports and travel,98.8,2,197.6,9.88
Female,518-17-2983,A,Yangon,Normal,Fashion accessories,48.63,4,194.52,9.726
Female,190-14-3147,B,Mandalay,Normal,Health and beauty,17.97,4,71.88,3.594
Female,408-66-6712,C,Naypyitaw,Member,Health and beauty,47.71,6,286.26,14.313
Female,679-22-6530,B,Mandalay,Normal,Sports and travel,40.62,2,81.24,4.062
Female,576-31-4774,B,Mandalay,Normal,Health and beauty,73.41,3,220.23,11.0115
Female,811-03-8790,A,Yangon,Normal,Electronic accessories,45.48,10,454.8,22.74
Female,752-23-3760,B,Mandalay,Member,Sports and travel,64.08,7,448.56,22.428
Female,274-05-5470,A,Yangon,Member,Food and beverages,73.47,4,293.88,14.694
Female,528-87-5606,B,Mandalay,Member,Electronic accessories,39.48,1,39.48,1.974
Female,320-85-2052,B,Mandalay,Normal,Sports and travel,34.81,1,34.81,1.7405
Female,370-96-0655,C,Naypyitaw,Normal,Fashion accessories,49.32,6,295.92,14.796
Female,510-79-0415,B,Mandalay,Member,Sports and travel,23.08,6,138.48,6.924
Female,241-96-5076,B,Mandalay,Member,Home and lifestyle,49.1,2,98.2,4.91
Female,767-97-4650,B,Mandalay,Member,Sports and travel,64.83,2,129.66,6.483
Female,305-03-2383,A,Yangon,Normal,Food and beverages,67.1,3,201.3,10.065
Female,394-55-6384,C,Naypyitaw,Member,Sports and travel,70.19,9,631.71,31.5855
Female,196-01-2849,C,Naypyitaw,Member,Fashion accessories,73.38,7,513.66,25.683
Female,372-62-5264,C,Naypyitaw,Normal,Food and beverages,52.6,9,473.4,23.67
Female,800-09-8606,A,Yangon,Member,Home and lifestyle,87.37,5,436.85,21.8425
Female,182-52-7000,A,Yangon,Member,Sports and travel,27.04,4,108.16,5.408
Female,626-43-7888,C,Naypyitaw,Normal,Fashion accessories,60.41,8,483.28,24.164
Female,191-29-0321,B,Mandalay,Member,Fashion accessories,19.77,10,197.7,9.885
Female,640-48-5028,B,Mandalay,Member,Home and lifestyle,88.39,9,795.51,39.7755
Female,834-45-5519,B,Mandalay,Normal,Electronic accessories,43,4,172,8.6
Female,728-88-7867,C,Naypyitaw,Member,Home and lifestyle,75.53,4,302.12,15.106
Female,183-21-3799,C,Naypyitaw,Normal,Electronic accessories,77.63,9,698.67,34.9335
Female,268-20-3585,C,Naypyitaw,Normal,Health and beauty,13.85,9,124.65,6.2325
Female,258-92-7466,A,Yangon,Normal,Health and beauty,35.68,5,178.4,8.92
Female,857-16-3520,A,Yangon,Member,Fashion accessories,71.46,7,500.22,25.011
Female,821-14-9046,B,Mandalay,Member,Fashion accessories,17.48,6,104.88,5.244
Female,418-05-0656,B,Mandalay,Normal,Fashion accessories,25.56,7,178.92,8.946
Female,678-79-0726,C,Naypyitaw,Member,Sports and travel,90.63,9,815.67,40.7835
Female,592-46-1692,C,Naypyitaw,Member,Food and beverages,36.77,7,257.39,12.8695
Female,149-14-0304,C,Naypyitaw,Member,Health and beauty,28.5,8,228,11.4
Female,299-29-0180,B,Mandalay,Member,Home and lifestyle,52.18,7,365.26,18.263
Female,247-11-2470,A,Yangon,Member,Fashion accessories,22.32,4,89.28,4.464
Female,386-27-7606,C,Naypyitaw,Member,Home and lifestyle,81.2,7,568.4,28.42
Female,373-14-0504,A,Yangon,Member,Sports and travel,71.63,2,143.26,7.163
Female,345-68-9016,C,Naypyitaw,Member,Sports and travel,31.67,8,253.36,12.668
Female,390-17-5806,C,Naypyitaw,Member,Food and beverages,38.42,1,38.42,1.921
Female,664-14-2882,C,Naypyitaw,Member,Home and lifestyle,10.53,5,52.65,2.6325
Female,487-79-6868,B,Mandalay,Member,Home and lifestyle,12.29,9,110.61,5.5305
Female,210-30-7976,B,Mandalay,Member,Fashion accessories,22.32,4,89.28,4.464
Female,585-86-8361,A,Yangon,Normal,Food and beverages,27.28,5,136.4,6.82
Female,807-14-7833,A,Yangon,Member,Electronic accessories,17.42,10,174.2,8.71
Female,288-38-3758,C,Naypyitaw,Member,Fashion accessories,84.87,3,254.61,12.7305
Female,652-43-6591,A,Yangon,Normal,Fashion accessories,97.29,8,778.32,38.916
Female,785-96-0615,B,Mandalay,Member,Electronic accessories,35.74,8,285.92,14.296
Female,406-46-7107,A,Yangon,Normal,Home and lifestyle,96.52,6,579.12,28.956
Female,156-95-3964,A,Yangon,Normal,Food and beverages,55.39,4,221.56,11.078
Female,842-40-8179,B,Mandalay,Member,Food and beverages,77.2,10,772,38.6
Female,410-67-1709,A,Yangon,Member,Fashion accessories,63.88,8,511.04,25.552
Female,587-73-4862,A,Yangon,Member,Health and beauty,10.69,5,53.45,2.6725
Female,593-14-4239,B,Mandalay,Normal,Home and lifestyle,95.46,8,763.68,38.184
Female,801-88-0346,C,Naypyitaw,Normal,Fashion accessories,76.06,3,228.18,11.409
Female,711-31-1234,B,Mandalay,Normal,Electronic accessories,95.64,4,382.56,19.128
Female,886-54-6089,A,Yangon,Normal,Home and lifestyle,11.43,6,68.58,3.429
Female,707-32-7409,B,Mandalay,Member,Sports and travel,95.54,4,382.16,19.108
Female,759-98-4285,C,Naypyitaw,Member,Health and beauty,85.87,7,601.09,30.0545
Female,201-63-8275,C,Naypyitaw,Member,Sports and travel,67.99,7,475.93,23.7965
Female,471-06-8611,C,Naypyitaw,Normal,Food and beverages,52.42,1,52.42,2.621
Female,120-54-2248,B,Mandalay,Normal,Food and beverages,28.86,5,144.3,7.215
Female,534-53-3526,A,Yangon,Normal,Sports and travel,94.76,4,379.04,18.952
Female,307-04-2070,A,Yangon,Member,Fashion accessories,30.62,1,30.62,1.531
Female,468-99-7231,C,Naypyitaw,Normal,Home and lifestyle,44.01,8,352.08,17.604
Female,516-77-6464,C,Naypyitaw,Member,Health and beauty,10.16,5,50.8,2.54
Female,790-38-4466,C,Naypyitaw,Normal,Health and beauty,10.99,5,54.95,2.7475
Female,744-16-7898,B,Mandalay,Normal,Home and lifestyle,97.37,10,973.7,48.685
Female,702-72-0487,A,Yangon,Normal,Electronic accessories,46.61,2,93.22,4.661
Female,443-60-9639,C,Naypyitaw,Member,Home and lifestyle,60.87,1,60.87,3.0435
Female,864-24-7918,A,Yangon,Member,Sports and travel,24.49,10,244.9,12.245
Female,324-41-6833,C,Naypyitaw,Member,Electronic accessories,30.2,8,241.6,12.08
Female,759-29-9521,A,Yangon,Member,Fashion accessories,48.96,9,440.64,22.032
Female,831-81-6575,B,Mandalay,Member,Electronic accessories,75.59,9,680.31,34.0155
Female,220-68-6701,A,Yangon,Normal,Home and lifestyle,77.47,4,309.88,15.494
Female,618-34-8551,A,Yangon,Normal,Sports and travel,93.18,2,186.36,9.318
Female,257-60-7754,A,Yangon,Normal,Electronic accessories,50.23,4,200.92,10.046
Female,559-61-5987,B,Mandalay,Normal,Health and beauty,17.75,1,17.75,0.8875
Female,189-55-2313,C,Naypyitaw,Normal,Fashion accessories,62.18,10,621.8,31.09
Female,380-60-5336,A,Yangon,Normal,Electronic accessories,40.26,10,402.6,20.13
Female,815-04-6282,C,Naypyitaw,Member,Sports and travel,64.97,5,324.85,16.2425
Female,778-34-2523,A,Yangon,Member,Electronic accessories,48.62,8,388.96,19.448
Female,499-27-7781,B,Mandalay,Normal,Food and beverages,53.21,8,425.68,21.284
Female,477-59-2456,C,Naypyitaw,Normal,Fashion accessories,45.44,7,318.08,15.904
Female,186-43-8965,A,Yangon,Member,Home and lifestyle,47.68,2,95.36,4.768
Female,276-75-6884,A,Yangon,Normal,Health and beauty,68.71,3,206.13,10.3065
Female,109-86-4363,B,Mandalay,Member,Sports and travel,60.08,7,420.56,21.028
Female,569-76-2760,A,Yangon,Member,Sports and travel,22.01,4,88.04,4.402
Female,222-42-0244,B,Mandalay,Member,Health and beauty,72.11,9,648.99,32.4495
Female,416-17-9926,A,Yangon,Member,Electronic accessories,74.22,10,742.2,37.11
Female,343-75-9322,B,Mandalay,Member,Sports and travel,11.85,8,94.8,4.74
Female,427-45-9297,B,Mandalay,Member,Home and lifestyle,40.73,7,285.11,14.2555
Female,271-77-8740,C,Naypyitaw,Member,Sports and travel,29.22,6,175.32,8.766
Female,860-73-6466,A,Yangon,Member,Sports and travel,39.47,2,78.94,3.947
Female,549-23-9016,C,Naypyitaw,Member,Food and beverages,14.87,2,29.74,1.487
Female,862-29-5914,C,Naypyitaw,Normal,Sports and travel,22.38,1,22.38,1.119
Female,845-94-6841,C,Naypyitaw,Member,Food and beverages,72.88,9,655.92,32.796
Female,125-45-2293,A,Yangon,Normal,Fashion accessories,99.1,6,594.6,29.73
Female,409-33-9708,A,Yangon,Normal,Fashion accessories,98.48,2,196.96,9.848
Female,866-70-2814,B,Mandalay,Normal,Electronic accessories,52.79,10,527.9,26.395
Female,160-22-2687,A,Yangon,Member,Health and beauty,95.95,5,479.75,23.9875
Female,895-03-6665,B,Mandalay,Normal,Fashion accessories,36.51,9,328.59,16.4295
Female,748-45-2862,A,Yangon,Member,Home and lifestyle,28.31,4,113.24,5.662
Female,316-66-3011,A,Yangon,Member,Food and beverages,47.63,9,428.67,21.4335
Female,848-95-6252,C,Naypyitaw,Member,Home and lifestyle,86.27,1,86.27,4.3135
Female,152-03-4217,B,Mandalay,Normal,Home and lifestyle,11.28,9,101.52,5.076
Female,533-66-5566,B,Mandalay,Normal,Home and lifestyle,51.07,7,357.49,17.8745
Female,124-31-1458,A,Yangon,Member,Electronic accessories,79.59,3,238.77,11.9385
Female,101-81-4070,C,Naypyitaw,Member,Health and beauty,62.82,2,125.64,6.282
Female,544-55-9589,B,Mandalay,Member,Electronic accessories,21.43,10,214.3,10.715
Female,448-61-3783,A,Yangon,Normal,Electronic accessories,90.02,8,720.16,36.008
Female,761-49-0439,B,Mandalay,Member,Electronic accessories,12.1,8,96.8,4.84
Female,490-95-0021,B,Mandalay,Member,Food and beverages,33.21,10,332.1,16.605
Female,115-38-7388,C,Naypyitaw,Member,Fashion accessories,10.18,8,81.44,4.072
Female,291-55-6563,A,Yangon,Member,Home and lifestyle,34.42,6,206.52,10.326
Female,548-48-3156,A,Yangon,Member,Food and beverages,83.34,2,166.68,8.334
Female,884-80-6021,A,Yangon,Member,Electronic accessories,73.47,10,734.7,36.735
Female,137-74-8729,C,Naypyitaw,Normal,Fashion accessories,12.19,8,97.52,4.876
Female,389-70-2397,C,Naypyitaw,Normal,Health and beauty,83.66,5,418.3,20.915
Female,114-35-5271,B,Mandalay,Normal,Electronic accessories,57.91,8,463.28,23.164
Female,607-76-6216,C,Naypyitaw,Member,Fashion accessories,92.49,5,462.45,23.1225
Female,409-49-6995,C,Naypyitaw,Member,Food and beverages,47.27,6,283.62,14.181
Female,377-79-7592,C,Naypyitaw,Member,Electronic accessories,44.84,9,403.56,20.178
Female,595-94-9924,A,Yangon,Member,Health and beauty,27.73,5,138.65,6.9325
Female,545-07-8534,C,Naypyitaw,Normal,Health and beauty,58.32,2,116.64,5.832
Female,118-62-1812,C,Naypyitaw,Member,Home and lifestyle,78.38,4,313.52,15.676
Female,851-98-3555,B,Mandalay,Normal,Health and beauty,82.88,5,414.4,20.72
Female,186-71-5196,A,Yangon,Member,Food and beverages,79.54,2,159.08,7.954
Female,624-01-8356,B,Mandalay,Normal,Home and lifestyle,49.01,10,490.1,24.505
Female,313-66-9943,B,Mandalay,Member,Food and beverages,29.15,3,87.45,4.3725
Female,151-27-8496,C,Naypyitaw,Normal,Electronic accessories,56.13,4,224.52,11.226
Female,453-33-6436,A,Yangon,Normal,Home and lifestyle,93.12,8,744.96,37.248
Female,459-45-2396,A,Yangon,Member,Food and beverages,99.6,3,298.8,14.94
Female,717-96-4189,C,Naypyitaw,Normal,Electronic accessories,35.49,6,212.94,10.647
Female,749-81-8133,A,Yangon,Normal,Fashion accessories,94.67,4,378.68,18.934
Female,636-98-3364,B,Mandalay,Member,Electronic accessories,26.26,3,78.78,3.939
Female,246-55-6923,C,Naypyitaw,Member,Home and lifestyle,35.79,9,322.11,16.1055
Female,181-82-6255,B,Mandalay,Normal,Home and lifestyle,16.37,6,98.22,4.911
Female,838-02-1821,C,Naypyitaw,Member,Home and lifestyle,12.73,2,25.46,1.273
Female,887-42-0517,C,Naypyitaw,Normal,Sports and travel,83.14,7,581.98,29.099
Female,457-12-0244,C,Naypyitaw,Member,Sports and travel,35.22,6,211.32,10.566
Female,226-34-0034,B,Mandalay,Normal,Electronic accessories,13.78,4,55.12,2.756
Female,397-25-8725,A,Yangon,Member,Health and beauty,39.62,9,356.58,17.829
Female,431-66-2305,B,Mandalay,Normal,Electronic accessories,88.25,9,794.25,39.7125
Female,756-93-1854,C,Naypyitaw,Member,Fashion accessories,83.35,2,166.7,8.335
Female,243-55-8457,A,Yangon,Normal,Food and beverages,74.44,10,744.4,37.22
Female,501-61-1753,B,Mandalay,Normal,Home and lifestyle,63.15,6,378.9,18.945
Female,433-08-7822,C,Naypyitaw,Normal,Health and beauty,78.89,7,552.23,27.6115
Female,361-85-2571,A,Yangon,Normal,Sports and travel,89.48,5,447.4,22.37
Female,131-70-8179,A,Yangon,Member,Health and beauty,92.09,3,276.27,13.8135
Female,500-02-2261,C,Naypyitaw,Normal,Food and beverages,57.29,6,343.74,17.187
Female,809-69-9497,A,Yangon,Normal,Home and lifestyle,45.68,10,456.8,22.84
Female,489-82-1237,A,Yangon,Normal,Electronic accessories,93.88,7,657.16,32.858
Female,365-16-4334,B,Mandalay,Normal,Food and beverages,26.43,8,211.44,10.572
Female,305-89-2768,B,Mandalay,Member,Home and lifestyle,21.9,3,65.7,3.285
Female,574-80-1489,B,Mandalay,Member,Food and beverages,62.85,4,251.4,12.57
Female,784-08-0310,C,Naypyitaw,Member,Food and beverages,21.04,4,84.16,4.208
Female,846-10-0341,A,Yangon,Normal,Fashion accessories,42.57,7,297.99,14.8995
Female,867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,15.8,10,158,7.9
Female,384-59-6655,A,Yangon,Member,Food and beverages,98.66,9,887.94,44.397
Female,593-08-5916,A,Yangon,Normal,Fashion accessories,15.5,1,15.5,0.775
Female,172-42-8274,B,Mandalay,Normal,Electronic accessories,38.27,2,76.54,3.827
Female,558-60-5016,A,Yangon,Normal,Home and lifestyle,33.3,9,299.7,14.985
Female,605-03-2706,A,Yangon,Normal,Health and beauty,15.8,3,47.4,2.37
Female,214-30-2776,B,Mandalay,Member,Electronic accessories,34.49,5,172.45,8.6225
Female,746-04-1077,B,Mandalay,Member,Food and beverages,84.63,10,846.3,42.315
Female,221-25-5073,A,Yangon,Normal,Food and beverages,74.66,4,298.64,14.932
Female,156-20-0370,B,Mandalay,Normal,Electronic accessories,25.45,1,25.45,1.2725
Female,151-33-7434,B,Mandalay,Normal,Food and beverages,67.77,1,67.77,3.3885
Female,139-32-4183,A,Yangon,Member,Sports and travel,97.48,9,877.32,43.866
Female,374-38-5555,B,Mandalay,Normal,Fashion accessories,63.71,5,318.55,15.9275
Female,764-44-8999,B,Mandalay,Normal,Health and beauty,14.76,2,29.52,1.476
Female,886-18-2897,A,Yangon,Normal,Food and beverages,56.56,5,282.8,14.14
Female,602-16-6955,B,Mandalay,Normal,Sports and travel,76.6,10,766,38.3
Female,652-49-6720,C,Naypyitaw,Member,Electronic accessories,60.95,1,60.95,3.0475
Female,303-96-2227,B,Mandalay,Normal,Home and lifestyle,97.38,10,973.8,48.69
Female,849-09-3807,A,Yangon,Member,Fashion accessories,88.34,7,618.38,30.919
Male,631-41-3108,A,Yangon,Normal,Home and lifestyle,46.33,7,324.31,16.2155
Male,123-19-1176,A,Yangon,Member,Health and beauty,58.22,8,465.76,23.288
Male,373-73-7910,A,Yangon,Normal,Sports and travel,86.31,7,604.17,30.2085
Male,699-14-3026,C,Naypyitaw,Normal,Electronic accessories,85.39,7,597.73,29.8865
Male,529-56-3974,B,Mandalay,Member,Electronic accessories,25.51,4,102.04,5.102
Male,252-56-2699,A,Yangon,Normal,Food and beverages,43.19,10,431.9,21.595
Male,765-26-6951,A,Yangon,Normal,Sports and travel,72.61,6,435.66,21.783
Male,329-62-1586,A,Yangon,Normal,Food and beverages,54.67,3,164.01,8.2005
Male,300-71-4605,C,Naypyitaw,Member,Electronic accessories,86.04,5,430.2,21.51
Male,371-85-5789,B,Mandalay,Normal,Health and beauty,87.98,3,263.94,13.197
Male,273-16-6619,B,Mandalay,Normal,Home and lifestyle,33.2,2,66.4,3.32
Male,636-48-8204,A,Yangon,Normal,Electronic accessories,34.56,5,172.8,8.64
Male,549-59-1358,A,Yangon,Member,Sports and travel,88.63,3,265.89,13.2945
Male,649-29-6775,B,Mandalay,Normal,Fashion accessories,33.52,1,33.52,1.676
Male,848-62-7243,A,Yangon,Normal,Health and beauty,24.89,9,224.01,11.2005
Male,871-79-8483,B,Mandalay,Normal,Fashion accessories,94.13,5,470.65,23.5325
Male,149-71-6266,B,Mandalay,Member,Sports and travel,78.07,9,702.63,35.1315
Male,640-49-2076,B,Mandalay,Normal,Sports and travel,83.78,8,670.24,33.512
Male,595-11-5460,A,Yangon,Normal,Health and beauty,96.58,2,193.16,9.658
Male,129-29-8530,A,Yangon,Member,Sports and travel,62.62,5,313.1,15.655
Male,777-82-7220,B,Mandalay,Member,Home and lifestyle,30.12,8,240.96,12.048
Male,554-53-8700,C,Naypyitaw,Member,Home and lifestyle,56.11,2,112.22,5.611
Male,617-15-4209,C,Naypyitaw,Member,Health and beauty,15.37,2,30.74,1.537
Male,370-41-7321,B,Mandalay,Member,Health and beauty,56.69,9,510.21,25.5105
Male,669-54-1719,B,Mandalay,Member,Electronic accessories,18.93,6,113.58,5.679
Male,326-78-5178,C,Naypyitaw,Member,Food and beverages,91.4,7,639.8,31.99
Male,778-71-5554,C,Naypyitaw,Member,Fashion accessories,15.43,1,15.43,0.7715
Male,242-55-6721,B,Mandalay,Normal,Home and lifestyle,16.16,2,32.32,1.616
Male,106-35-6779,A,Yangon,Member,Home and lifestyle,44.34,2,88.68,4.434
Male,635-40-6220,A,Yangon,Normal,Health and beauty,89.6,8,716.8,35.84
Male,120-06-4233,C,Naypyitaw,Normal,Electronic accessories,30.61,6,183.66,9.183
Male,803-83-5989,C,Naypyitaw,Normal,Home and lifestyle,55.73,6,334.38,16.719
Male,199-75-8169,A,Yangon,Member,Sports and travel,15.81,10,158.1,7.905
Male,853-23-2453,B,Mandalay,Member,Health and beauty,75.74,4,302.96,15.148
Male,877-22-3308,A,Yangon,Member,Health and beauty,15.87,10,158.7,7.935
Male,232-11-3025,A,Yangon,Normal,Sports and travel,78.77,10,787.7,39.385
Male,393-65-2792,C,Naypyitaw,Normal,Food and beverages,89.48,10,894.8,44.74
Male,796-12-2025,C,Naypyitaw,Normal,Fashion accessories,62.12,10,621.2,31.06
Male,287-21-9091,A,Yangon,Normal,Home and lifestyle,74.67,9,672.03,33.6015
Male,263-10-3913,C,Naypyitaw,Member,Fashion accessories,49.04,9,441.36,22.068
Male,480-63-2856,C,Naypyitaw,Normal,Food and beverages,19.25,8,154,7.7
Male,360-39-5055,C,Naypyitaw,Member,Sports and travel,48.91,5,244.55,12.2275
Male,362-58-8315,C,Naypyitaw,Normal,Fashion accessories,76.52,5,382.6,19.13
Male,633-44-8566,A,Yangon,Member,Food and beverages,49.38,7,345.66,17.283
Male,504-35-8843,A,Yangon,Normal,Sports and travel,42.47,1,42.47,2.1235
Male,152-08-9985,B,Mandalay,Member,Health and beauty,64.36,9,579.24,28.962
Male,512-91-0811,C,Naypyitaw,Normal,Health and beauty,89.75,1,89.75,4.4875
Male,594-34-4444,A,Yangon,Normal,Electronic accessories,97.16,1,97.16,4.858
Male,766-85-7061,B,Mandalay,Normal,Health and beauty,87.87,10,878.7,43.935
Male,865-92-6136,A,Yangon,Normal,Food and beverages,52.75,3,158.25,7.9125
Male,733-01-9107,B,Mandalay,Normal,Home and lifestyle,82.7,6,496.2,24.81
Male,163-56-7055,C,Naypyitaw,Member,Fashion accessories,48.71,1,48.71,2.4355
Male,189-98-2939,C,Naypyitaw,Normal,Fashion accessories,78.55,9,706.95,35.3475
Male,212-62-1842,A,Yangon,Normal,Food and beverages,58.26,6,349.56,17.478
Male,716-39-1409,B,Mandalay,Normal,Health and beauty,30.35,7,212.45,10.6225
Male,704-48-3927,A,Yangon,Member,Electronic accessories,88.67,10,886.7,44.335
Male,628-34-3388,C,Naypyitaw,Normal,Fashion accessories,27.38,6,164.28,8.214
Male,630-74-5166,A,Yangon,Normal,Sports and travel,62.13,6,372.78,18.639
Male,861-77-0145,C,Naypyitaw,Member,Electronic accessories,81.97,10,819.7,40.985
Male,645-44-1170,A,Yangon,Member,Home and lifestyle,58.07,9,522.63,26.1315
Male,291-32-1427,B,Mandalay,Member,Fashion accessories,21.94,5,109.7,5.485
Male,659-65-8956,B,Mandalay,Member,Fashion accessories,51.36,1,51.36,2.568
Male,378-24-2715,B,Mandalay,Normal,Home and lifestyle,53.44,2,106.88,5.344
Male,659-36-1684,C,Naypyitaw,Member,Sports and travel,57.12,7,399.84,19.992
Male,219-22-9386,B,Mandalay,Member,Sports and travel,99.96,9,899.64,44.982
Male,336-78-2147,C,Naypyitaw,Member,Home and lifestyle,63.91,8,511.28,25.564
Male,590-83-4591,B,Mandalay,Member,Electronic accessories,87.45,6,524.7,26.235
Male,597-78-7908,C,Naypyitaw,Normal,Fashion accessories,90.22,3,270.66,13.533
Male,241-72-9525,B,Mandalay,Normal,Sports and travel,51.91,10,519.1,25.955
Male,575-30-8091,A,Yangon,Normal,Sports and travel,72.5,8,580,29
Male,280-17-4359,C,Naypyitaw,Member,Health and beauty,90.5,10,905,45.25
Male,568-90-5112,C,Naypyitaw,Normal,Health and beauty,66.14,4,264.56,13.228
Male,262-47-2794,B,Mandalay,Member,Home and lifestyle,71.86,8,574.88,28.744
Male,238-49-0436,A,Yangon,Normal,Health and beauty,32.46,8,259.68,12.984
Male,584-86-7256,C,Naypyitaw,Member,Sports and travel,34.56,7,241.92,12.096
Male,746-94-0204,A,Yangon,Normal,Fashion accessories,83.24,9,749.16,37.458
Male,782-95-9291,A,Yangon,Member,Food and beverages,92.29,5,461.45,23.0725
Male,279-74-2924,B,Mandalay,Member,Electronic accessories,72.17,1,72.17,3.6085
Male,307-85-2293,B,Mandalay,Normal,Home and lifestyle,50.28,5,251.4,12.57
Male,743-04-1105,B,Mandalay,Member,Health and beauty,97.22,9,874.98,43.749
Male,423-57-2993,B,Mandalay,Normal,Sports and travel,93.39,6,560.34,28.017
Male,275-28-0149,A,Yangon,Normal,Sports and travel,63.69,1,63.69,3.1845
Male,101-17-6199,A,Yangon,Normal,Food and beverages,45.79,7,320.53,16.0265
Male,423-80-0988,C,Naypyitaw,Normal,Sports and travel,76.4,2,152.8,7.64
Male,548-46-9322,B,Mandalay,Normal,Food and beverages,39.9,10,399,19.95
Male,505-02-0892,B,Mandalay,Member,Health and beauty,42.57,8,340.56,17.028
Male,234-65-2137,C,Naypyitaw,Normal,Home and lifestyle,95.58,10,955.8,47.79
Male,687-47-8271,A,Yangon,Normal,Fashion accessories,98.98,10,989.8,49.49
Male,796-32-9050,A,Yangon,Normal,Food and beverages,51.28,6,307.68,15.384
Male,105-31-1824,A,Yangon,Member,Sports and travel,69.52,7,486.64,24.332
Male,249-42-3782,A,Yangon,Normal,Health and beauty,70.01,5,350.05,17.5025
Male,316-55-4634,B,Mandalay,Member,Food and beverages,80.05,5,400.25,20.0125
Male,733-33-4967,C,Naypyitaw,Normal,Electronic accessories,20.85,8,166.8,8.34
Male,608-27-6295,B,Mandalay,Member,Electronic accessories,52.89,6,317.34,15.867
Male,414-12-7047,B,Mandalay,Normal,Food and beverages,19.79,8,158.32,7.916
Male,827-26-2100,A,Yangon,Member,Home and lifestyle,33.84,9,304.56,15.228
Male,175-54-2529,A,Yangon,Member,Food and beverages,22.17,8,177.36,8.868
Male,407-63-8975,A,Yangon,Normal,Food and beverages,73.88,6,443.28,22.164
Male,342-65-4817,C,Naypyitaw,Member,Health and beauty,86.8,3,260.4,13.02
Male,130-98-8941,C,Naypyitaw,Normal,Fashion accessories,64.26,7,449.82,22.491
Male,434-83-9547,C,Naypyitaw,Member,Food and beverages,38.47,8,307.76,15.388
Male,851-28-6367,A,Yangon,Member,Sports and travel,15.5,10,155,7.75
Male,824-88-3614,C,Naypyitaw,Normal,Health and beauty,34.31,8,274.48,13.724
Male,895-66-0685,B,Mandalay,Member,Food and beverages,18.08,3,54.24,2.712
Male,732-04-5373,B,Mandalay,Member,Home and lifestyle,46.47,4,185.88,9.294
Male,400-60-7251,A,Yangon,Normal,Home and lifestyle,74.07,1,74.07,3.7035
Male,641-43-2399,B,Mandalay,Normal,Home and lifestyle,25.55,4,102.2,5.11
Male,831-07-6050,A,Yangon,Normal,Electronic accessories,32.71,5,163.55,8.1775
Male,848-24-9445,C,Naypyitaw,Member,Health and beauty,43.7,2,87.4,4.37
Male,699-01-4164,C,Naypyitaw,Normal,Health and beauty,41.5,4,166,8.3
Male,426-39-2418,C,Naypyitaw,Normal,Electronic accessories,61.41,7,429.87,21.4935
Male,875-46-5808,B,Mandalay,Member,Health and beauty,25.9,10,259,12.95
Male,394-43-4238,B,Mandalay,Member,Home and lifestyle,17.77,5,88.85,4.4425
Male,888-02-0338,A,Yangon,Normal,Electronic accessories,26.23,9,236.07,11.8035
Male,142-63-6033,B,Mandalay,Normal,Home and lifestyle,92.36,5,461.8,23.09
Male,656-16-1063,B,Mandalay,Normal,Sports and travel,46.42,3,139.26,6.963
Male,802-43-8934,A,Yangon,Normal,Home and lifestyle,18.28,1,18.28,0.914
Male,549-03-9315,B,Mandalay,Normal,Fashion accessories,94.87,8,758.96,37.948
Male,239-36-3640,B,Mandalay,Normal,Electronic accessories,45.35,6,272.1,13.605
Male,468-01-2051,B,Mandalay,Normal,Food and beverages,62.08,7,434.56,21.728
Male,389-25-3394,C,Naypyitaw,Normal,Electronic accessories,11.81,5,59.05,2.9525
Male,213-72-6612,A,Yangon,Normal,Food and beverages,43.25,2,86.5,4.325
Male,836-82-5858,B,Mandalay,Member,Health and beauty,69.37,9,624.33,31.2165
Male,583-72-1480,C,Naypyitaw,Member,Electronic accessories,37.06,4,148.24,7.412
Male,269-04-5750,B,Mandalay,Member,Fashion accessories,73.82,4,295.28,14.764
Male,157-13-5295,A,Yangon,Member,Health and beauty,51.94,10,519.4,25.97
Male,211-30-9270,C,Naypyitaw,Normal,Health and beauty,17.41,5,87.05,4.3525
Male,478-06-7835,A,Yangon,Normal,Fashion accessories,89.69,1,89.69,4.4845
Male,540-11-4336,A,Yangon,Normal,Food and beverages,24.94,9,224.46,11.223
Male,448-81-5016,A,Yangon,Normal,Health and beauty,59.77,2,119.54,5.977
Male,142-72-4741,C,Naypyitaw,Member,Fashion accessories,93.2,2,186.4,9.32
Male,217-58-1179,A,Yangon,Member,Home and lifestyle,62.65,4,250.6,12.53
Male,376-02-8238,B,Mandalay,Normal,Home and lifestyle,93.87,8,750.96,37.548
Male,530-90-9855,A,Yangon,Member,Home and lifestyle,47.59,8,380.72,19.036
Male,604-70-6476,A,Yangon,Member,Fashion accessories,17.94,5,89.7,4.485
Male,799-71-1548,A,Yangon,Member,Electronic accessories,77.72,4,310.88,15.544
